loan_id,company_name,hq_country,asset_description,asset_value,asset_owner,loan_value,loan_currency
L055422,Everholt Textiles,Netherlands,Tilburg Processing Plant,643184,Everholt Textiles,565870,EUR
L055423,Kestrel Industries,Austria,Linz Regional Headquarters,155508,Kestrel Industries,245847,EUR
L055424,Juniper Supply Co,Japan,Fukuoka Processing Plant,923927,Juniper Supply Co,1173040,JPY
L055425,Foxglove Construction,Canada,Winnipeg Freight Hub,347969,Greystone Holdings Inc,254676,CAD
L055426,Rathmore Engineering,Austria,Graz Storage Facility,1133249,Rathmore Engineering,1602568,EUR
L055427,Caldermill Manufacturing,Finland,Espoo Cold Storage Depot,1233736,Caldermill (Turku) Ltd,1727502,EUR
L055428,Ivyridge Industries,Portugal,Braga Warehouse,1472765,Ivyridge Industries,1113973,EUR
L055429,Corvain Engineering,France,Lyon Freight Hub,2195539,Corvain Engineering,2982721,EUR
L055430,Windrose Agritech,Portugal,Porto Manufacturing Plant,581937,Windrose Agritech,744270,EUR
L055431,Millbrook Construction,France,Toulouse Distribution Centre,455395,Vantage Holdings GmbH,675952,EUR
L055432,Hawksmoor Supply Co,Ireland,Cork Distribution Centre,610086,Hawksmoor Supply Co,965888,EUR
L055433,Halbrook Logistics,Japan,Osaka Freight Hub,1203839,Halbrook (Fukuoka) Ltd,2088187,JPY
L055434,Briarwood Timber Ltd,Ireland,Limerick Assembly Line Facility,844824,Briarwood Timber Ltd,2958334,EUR
L055435,Ravensworth Logistics,Germany,Leipzig Manufacturing Plant,1848831,Ravensworth Logistics,2509714,EUR
L055436,Redshaw Materials,Belgium,Antwerp Office Campus,1868876,Brightwell Holdings Inc,2957178,EUR
L055437,Amberfield Timber Ltd,Sweden,Gothenburg Assembly Line Facility,855652,Norwich Holdings SA,1001428,SEK
L055438,Heathcote Logistics,Finland,Espoo Office Campus,798491,Heathcote Logistics,1437005,EUR
L055439,Halbrook Supply Co,United States,Ohio Office Campus,591842,Vireo Holdings Inc,634935,USD
L055440,Caldermill Manufacturing,Finland,Turku Distribution Centre,2185544,Caldermill (Turku) Ltd,2160031,EUR
L055441,Ashcombe Materials,Ireland,Limerick Distribution Centre,1533438,Ashcombe (Limerick) Ltd,2423395,EUR
L055442,Elmsworth Engineering,Ireland,Cork Regional Headquarters,646436,Elmsworth Engineering,501659,EUR
L055443,Briarwood Holdings,Poland,Poznan Freight Hub,162083,Briarwood Holdings,250166,PLN
L055444,Oakhaven Construction,Canada,Vancouver Assembly Line Facility,1434473,Oakhaven (Vancouver) Ltd,1661621,CAD
L055445,Solaris Timber Ltd,Finland,Espoo Cold Storage Depot,676431,Solaris Timber Ltd,2791067,EUR
L055446,Aldergate Holdings,United States,Denver Freight Hub,704331,Aldergate Holdings,1255157,USD
L055447,Amberfield Timber Ltd,Sweden,Malmo Storage Facility,236185,Norwich Holdings SA,309815,SEK
L055448,Rathmore Engineering,Austria,Linz Distribution Centre,1873043,Rathmore (Salzburg) Ltd,2962116,EUR
L055449,Ironwood Manufacturing,Sweden,Gothenburg Freight Hub,248541,Ironwood Manufacturing,223710,SEK
L055450,Larkspur Agritech,Ireland,Galway Cold Storage Depot,616745,Larkspur Agritech,1592405,EUR
L055451,Juniper Supply Co,Japan,Fukuoka Processing Plant,923927,Juniper Supply Co,1411095,EUR
L055452,Larkspur Construction,Netherlands,Rotterdam Warehouse,1891918,Larkspur Construction,11414,EUR
L055453,Bellweather Retail Group,Luxembourg,Esch-sur-Alzette Regional Headquarters,1968780,Bellweather Retail Group,9831318,EUR
L055454,Thornbury Construction,Poland,Poznan Regional Headquarters,256496,Thornbury Construction,340709,PLN
L055455,Corvain Construction,Belgium,Liege Warehouse,330017,Corvain Construction,236952,EUR
L055456,Ashcombe Foods,Netherlands,Utrecht Assembly Line Facility,2233140,Ashcombe Foods,2180353,EUR
L055457,Cascade Agritech,United Kingdom,Cardiff Manufacturing Plant,314128,Cascade Agritech,480855,GBP
L055458,Vireo Timber Ltd,Italy,Verona Manufacturing Plant,862777,Vireo Timber Ltd,975167,EUR
L055459,Vireo Timber Ltd,Italy,Verona Manufacturing Plant,862777,Vireo Timber Ltd,1454657,EUR
L055460,Everholt Textiles,Netherlands,Tilburg Processing Plant,643184,Everholt Textiles,557212,EUR
L055461,Bellweather Pharma,Portugal,Braga Regional Headquarters,156515,Norwich Holdings SA,23568,EUR
L055462,Foxglove Construction,Canada,Calgary Warehouse,448675,Foxglove Construction,350736,PLN
L055463,Juniper Supply Co,Japan,Osaka Storage Facility,1991460,Juniper Supply Co,6410253,JPY
L055464,Kingswell Supply Co,Finland,Turku Manufacturing Plant,318548,Kingswell (Espoo) Ltd,310787,EUR
L055465,Hawksmoor Supply Co,Ireland,Galway Office Campus,284141,Hawksmoor Supply Co,301946,EUR
L055466,Pinehurst Retail Group,Japan,Nagoya Distribution Centre,524096,Pinehurst (Nagoya) Ltd,564566,JPY
L055467,Grayling Foods,Switzerland,Lucerne Regional Headquarters,583590,Nordholt Holdings Group,943632,CHF
L055468,Fenwick Manufacturing,Spain,Seville Manufacturing Plant,596375,Fenwick Manufacturing,670968,EUR
L055469,Yarrow Holdings,Sweden,Uppsala Freight Hub,284492,Yarrow Holdings,297116,SEK
L055470,Underhill Holdings,Portugal,Porto Processing Plant,1738364,Underhill (Braga) Ltd,2591539,EUR
L055471,Fenwick Works,Japan,Nagoya Storage Facility,1015676,Ironwood Holdings SA,1347611,JPY
L055472,Silverlake Materials,Belgium,Ghent Processing Plant,1939910,Silverlake Materials,2262331,EUR
L055473,Tanglewood Auto Parts,Italy,Genoa Manufacturing Plant,611083,Tanglewood Auto Parts,471306,EUR
L055474,Aldergate Holdings,United States,Austin Warehouse,978534,Aldergate Holdings,1430944,USD
L055475,Halbrook Supply Co,United States,Charlotte Assembly Line Facility,321808,Halbrook (Ohio) Ltd,336215,USD
L055476,Marlowe Retail Group,United States,Denver Assembly Line Facility,2172493,Marlowe Retail Group,3870850,USD
L055477,Vireo Timber Ltd,Italy,Turin Assembly Line Facility,1838257,Vireo Timber Ltd,3093549,EUR
L055478,Fenwick Works,Japan,Fukuoka Warehouse,1582918,Ironwood Holdings SA,1440092,JPY
L055479,Quillon Logistics,Italy,Bologna Distribution Centre,1004285,Quillon Logistics,4876089,EUR
L055480,Vantage Pharma,Canada,Calgary Storage Facility,482991,Vantage Pharma,644307,CAD
L055481,Quillon Logistics,Italy,Verona Processing Plant,2197757,Quillon Logistics,1376067,EUR
L055482,Redshaw Retail Group,United Kingdom,Leeds Regional Headquarters,220280,Redshaw (Cardiff) Ltd,277610,GBP
L055483,Aldergate Holdings,United States,Denver Freight Hub,704331,Aldergate Holdings,605532,USD
L055484,Heathcote Auto Parts,Switzerland,Basel Freight Hub,1150484,Heathcote Auto Parts,1829924,CHF
L055485,Aldergate Holdings,United States,Charlotte Regional Headquarters,366211,Aldergate Holdings,279772,USD
L055486,Underhill Holdings,Portugal,Braga Assembly Line Facility,510054,Underhill Holdings,584449,EUR
L055487,Nordholt Textiles,United Kingdom,Aberdeen Distribution Centre,163698,Nordholt Textiles,167601,GBP
L055488,Norwich Engineering,Portugal,Porto Manufacturing Plant,637706,Norwich Engineering,559310,EUR
L055489,Vireo Timber Ltd,Italy,Turin Assembly Line Facility,1838257,Vireo Timber Ltd,2484895,EUR
L055490,Norwich Pharma,Luxembourg,Esch-sur-Alzette Manufacturing Plant,843830,Norwich Pharma,865114,EUR
L055491,Kestrel Industries,Austria,Graz Regional Headquarters,2326380,Kestrel Industries,2253755,EUR
L055492,Kingswell Supply Co,Finland,Turku Manufacturing Plant,318548,Kingswell (Espoo) Ltd,1953,EUR
L055493,Nordholt Pharma,Poland,Poznan Storage Facility,1823746,Nordholt Pharma,2070190,PLN
L055494,Foxglove Construction,Canada,Winnipeg Freight Hub,347969,Foxglove Construction,516622,CAD
L055495,Yarrow Holdings,Sweden,Uppsala Freight Hub,284492,Yarrow Holdings,501703,SEK
L055496,Underhill Retail Group,Spain,Seville Distribution Centre,238396,Bellweather Holdings Inc,366206,EUR
L055497,Amberfield Holdings,Luxembourg,Differdange Regional Headquarters,252918,Amberfield Holdings,416984,EUR
L055498,Brightwell Industries,Belgium,Ghent Office Campus,463355,Brightwell Industries,700597,EUR
L055499,Foxglove Construction,Canada,Winnipeg Freight Hub,347969,Greystone Holdings Inc,4335,CAD
L055500,Nordholt Pharma,Poland,Wroclaw Cold Storage Depot,374439,Heathcote Holdings SA,262309,PLN
L055501,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Warehouse,1748500,Amberfield Holdings,1188974,EUR
L055502,Windrose Pharma,Spain,Zaragoza Processing Plant,340842,Windrose Pharma,468915,EUR
L055503,Tanglewood Auto Parts,Italy,Genoa Manufacturing Plant,611083,Tanglewood Auto Parts,883160,EUR
L055504,Cascade Agritech,United Kingdom,Cardiff Manufacturing Plant,314128,Cascade Agritech,12682,GBP
L055505,Brightwell Timber Ltd,France,Toulouse Cold Storage Depot,1263391,Tanglewood Holdings Inc,1220361,EUR
L055506,Nordholt Textiles,United Kingdom,Aberdeen Distribution Centre,163698,Nordholt Textiles,240093,GBP
L055507,Foxglove Construction,Canada,Calgary Warehouse,448675,Foxglove Construction,778621,CAD
L055508,Larkspur Construction,Netherlands,Tilburg Warehouse,2352375,Larkspur Construction,2931159,EUR
L055509,Ashcombe Foods,Netherlands,Tilburg Warehouse,320883,Ashcombe Foods,389526,EUR
L055510,Larkspur Construction,Netherlands,Tilburg Warehouse,2352375,Larkspur Construction,2677169,EUR
L055511,Granwell Works,Belgium,Liege Manufacturing Plant,250166,Granwell Works,288419,EUR
L055512,Silverlake Materials,Belgium,Ghent Processing Plant,1939910,Silverlake Materials,2068886,EUR
L055513,Tanglewood Auto Parts,Italy,Bologna Regional Headquarters,455679,Tanglewood Auto Parts,444779,EUR
L055514,Foxglove Construction,Canada,Calgary Warehouse,448675,Foxglove Construction,591347,CAD
L055515,Larkspur Agritech,Ireland,Cork Cold Storage Depot,587601,Larkspur Agritech,8292,EUR
L055516,Nordholt Pharma,Poland,Poznan Storage Facility,1823746,Heathcote Holdings SA,1883623,PLN
L055517,Vantage Pharma,Canada,Vancouver Processing Plant,640788,Vantage Pharma,1085109,CAD
L055518,Elmsworth Engineering,Ireland,Cork Regional Headquarters,646436,Elmsworth Engineering,688281,EUR
L055519,Corvain Construction,Belgium,Liege Warehouse,330017,Corvain Construction,285296,EUR
L055520,Marlowe Retail Group,United States,Charlotte Processing Plant,2017158,Marlowe Retail Group,1549469,USD
L055521,Heathcote Auto Parts,Switzerland,Lausanne Processing Plant,513055,Heathcote Auto Parts,2427632,CHF
L055522,Duskwood Auto Parts,France,Lyon Manufacturing Plant,1516481,Duskwood Auto Parts,2341687,EUR
L055523,Tanglewood Auto Parts,Italy,Genoa Manufacturing Plant,611083,Tanglewood Auto Parts,1047139,EUR
L055524,Elmsworth Logistics,Poland,Wroclaw Office Campus,234199,Elmsworth Logistics,342726,PLN
L055525,Heathcote Auto Parts,Switzerland,Lucerne Processing Plant,662805,Caldermill Holdings Group,936640,CHF
L055526,Windrose Pharma,Spain,Zaragoza Processing Plant,340842,Windrose Pharma,311789,EUR
L055527,Duskwood Logistics,Belgium,Antwerp Processing Plant,1389321,Duskwood Logistics,1127108,EUR
L055528,Foxglove Construction,Canada,Winnipeg Freight Hub,347969,Foxglove Construction,1477084,CAD
L055529,Copperfield Construction,Germany,Dresden Distribution Centre,257607,Copperfield Construction,358840,EUR
L055530,Corvain Engineering,France,Lyon Freight Hub,2195539,Corvain (Marseille) Ltd,7236582,EUR
L055531,Pinehurst Retail Group,Japan,Nagoya Distribution Centre,524096,Pinehurst (Nagoya) Ltd,1699770,JPY
L055532,Windrose Pharma,Spain,Seville Processing Plant,1789833,Windrose Pharma,1306542,CHF
L055533,Foxglove Timber Ltd,France,Toulouse Assembly Line Facility,1652200,Foxglove (Lyon) Ltd,2787872,EUR
L055534,Vantage Pharma,Canada,Winnipeg Assembly Line Facility,2312229,Vantage (Calgary) Ltd,3126861,CAD
L055535,Silverlake Textiles,United Kingdom,Cardiff Office Campus,1517540,Quillon Holdings GmbH,2402556,GBP
L055536,Tanglewood Auto Parts,Italy,Genoa Manufacturing Plant,611083,Tanglewood (Genoa) Ltd,382393,EUR
L055537,Silverlake Materials,Belgium,Liege Warehouse,164686,Silverlake Materials,120096,EUR
L055538,Nordholt Pharma,Poland,Poznan Storage Facility,1823746,Heathcote Holdings SA,1410591,SEK
L055539,Fenwick Manufacturing,Spain,Seville Manufacturing Plant,596375,Fenwick Manufacturing,676131,EUR
L055540,Underhill Holdings,Portugal,Braga Warehouse,2072143,Underhill (Braga) Ltd,2660513,EUR
L055541,Thornbury Textiles,Ireland,Waterford Manufacturing Plant,717692,Thornbury Textiles,1176909,EUR
L055542,Millbrook Construction,France,Toulouse Distribution Centre,455395,Vantage Holdings GmbH,370323,SEK
L055543,Copperfield Timber Ltd,Italy,Bologna Cold Storage Depot,390249,Millbrook Holdings Inc,489085,EUR
L055544,Underhill Retail Group,Spain,Seville Distribution Centre,238396,Underhill Retail Group,259112,EUR
L055545,Pemberton Pharma,Luxembourg,Esch-sur-Alzette Distribution Centre,560921,Pemberton (Esch-sur-Alzette) Ltd,659783,EUR
L055546,Quillon Logistics,Italy,Verona Processing Plant,2197757,Quillon Logistics,1606172,EUR
L055547,Nordholt Textiles,United Kingdom,Aberdeen Distribution Centre,163698,Nordholt Textiles,11316,CAD
L055548,Millbrook Construction,France,Nantes Manufacturing Plant,503097,Vantage Holdings GmbH,400728,EUR
L055549,Granwell Works,Belgium,Liege Manufacturing Plant,250166,Granwell Works,500332,EUR
L055550,Zenbridge Manufacturing,Spain,Seville Regional Headquarters,2422553,Zenbridge Manufacturing,6127890,EUR
L055551,Corvain Construction,Belgium,Antwerp Processing Plant,169481,Corvain Construction,149852,EUR
L055552,Quillon Logistics,Italy,Bologna Distribution Centre,1004285,Quillon Logistics,1723228,EUR
L055553,Vantage Industries,Switzerland,Basel Office Campus,270628,Vantage (Lausanne) Ltd,403607,CHF
L055554,Silverlake Materials,Belgium,Liege Freight Hub,206927,Silverlake Materials,559359,PLN
L055555,Aldergate Holdings,United States,Denver Freight Hub,704331,Aldergate Holdings,1105079,USD
L055556,Halbrook Supply Co,United States,Charlotte Assembly Line Facility,321808,Vireo Holdings Inc,511123,USD
L055557,Foxglove Timber Ltd,France,Nantes Processing Plant,274356,Foxglove (Lyon) Ltd,330132,EUR
L055558,Tanglewood Auto Parts,Italy,Genoa Manufacturing Plant,611083,Tanglewood (Genoa) Ltd,724252,EUR
L055559,Kestrel Industries,Austria,Salzburg Warehouse,230445,Kestrel Industries,182868,EUR
L055560,Duskwood Auto Parts,France,Marseille Processing Plant,992316,Duskwood Auto Parts,686474,EUR
L055561,Windrose Pharma,Spain,Seville Processing Plant,1789833,Windrose Pharma,1314993,EUR
L055562,Tanglewood Auto Parts,Italy,Bologna Regional Headquarters,455679,Brightwell Holdings SA,8919,EUR
L055563,Ashcombe Foods,Netherlands,Utrecht Assembly Line Facility,2233140,Greystone Holdings GmbH,24203,EUR
L055564,Greystone Auto Parts,France,Marseille Processing Plant,880673,Greystone Auto Parts,835474,EUR
L055565,Briarwood Holdings,Poland,Wroclaw Processing Plant,876676,Briarwood Holdings,1345346,PLN
L055566,Pemberton Engineering,Sweden,Uppsala Processing Plant,1017744,Pemberton Engineering,1779364,SEK
L055567,Ashcombe Materials,Ireland,Cork Freight Hub,710739,Ashcombe Materials,1269405,EUR
L055568,Oakhaven Materials,Switzerland,Lausanne Distribution Centre,172057,Oakhaven Materials,1855,CHF
L055569,Vantage Industries,Switzerland,Basel Office Campus,270628,Vantage Industries,291466,CHF
L055570,Everholt Supply Co,Finland,Tampere Manufacturing Plant,824123,Everholt Supply Co,854074,SEK
L055571,Yarrow Auto Parts,Germany,Leipzig Assembly Line Facility,854675,Yarrow Auto Parts,1267460,EUR
L055572,Ironwood Industries,Germany,Essen Regional Headquarters,700222,Ironwood (Essen) Ltd,1021284,EUR
L055573,Ivyridge Industries,Portugal,Braga Warehouse,1472765,Ivyridge Industries,1599399,GBP
L055574,Solaris Timber Ltd,Finland,Espoo Cold Storage Depot,676431,Solaris Timber Ltd,586984,PLN
L055575,Zenbridge Pharma,Portugal,Braga Manufacturing Plant,1709159,Zenbridge Pharma,2736062,EUR
L055576,Grayling Foods,Switzerland,Lucerne Regional Headquarters,583590,Grayling Foods,903640,CHF
L055577,Aldergate Industries,Austria,Graz Freight Hub,834171,Aldergate (Graz) Ltd,1358983,EUR
L055578,Norwich Pharma,Luxembourg,Esch-sur-Alzette Manufacturing Plant,843830,Norwich Pharma,1310606,EUR
L055579,Zenbridge Manufacturing,Spain,Bilbao Regional Headquarters,280492,Zenbridge Manufacturing,214420,EUR
L055580,Marlowe Textiles,Austria,Linz Processing Plant,1816634,Marlowe Textiles,2959492,EUR
L055581,Elmsworth Logistics,Poland,Poznan Distribution Centre,349691,Elmsworth Logistics,264017,PLN
L055582,Duskwood Logistics,Belgium,Antwerp Processing Plant,1389321,Ashcombe Holdings Inc,1607175,EUR
L055583,Tanglewood Logistics,Austria,Linz Distribution Centre,2392813,Oakhaven Holdings SA,2810871,USD
L055584,Copperfield Construction,Germany,Stuttgart Regional Headquarters,723912,Copperfield Construction,808258,EUR
L055585,Vantage Industries,Switzerland,Basel Office Campus,270628,Vantage Industries,259194,CAD
L055586,Vantage Pharma,Canada,Winnipeg Assembly Line Facility,2312229,Vantage Pharma,2124319,CAD
L055587,Brightwell Timber Ltd,France,Toulouse Cold Storage Depot,1263391,Brightwell Timber Ltd,1572683,EUR
L055588,Marlowe Textiles,Austria,Linz Processing Plant,1816634,Marlowe Textiles,2552276,EUR
L055589,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Storage Facility,466304,Amberfield Holdings,640117,EUR
L055590,Tanglewood Logistics,Austria,Salzburg Regional Headquarters,296579,Oakhaven Holdings SA,12316,EUR
L055591,Kestrel Industries,Austria,Salzburg Distribution Centre,860151,Kestrel Industries,610421,EUR
L055592,Everholt Supply Co,Finland,Tampere Manufacturing Plant,824123,Everholt Supply Co,750996,EUR
L055593,Zenbridge Pharma,Portugal,Braga Manufacturing Plant,1709159,Zenbridge Pharma,1184968,EUR
L055594,Grayling Foods,Switzerland,Basel Assembly Line Facility,834843,Grayling Foods,1161551,CHF
L055595,Ironwood Industries,Germany,Leipzig Distribution Centre,386848,Ironwood (Essen) Ltd,574924,JPY
L055596,Fenwick Works,Japan,Fukuoka Processing Plant,1456289,Fenwick Works,1104194,JPY
L055597,Millbrook Construction,France,Toulouse Distribution Centre,455395,Millbrook Construction,561651,EUR
L055598,Corvain Construction,Belgium,Liege Warehouse,330017,Corvain Construction,230442,EUR
L055599,Copperfield Construction,Germany,Dresden Distribution Centre,257607,Copperfield Construction,7323,EUR
L055600,Bellweather Pharma,Portugal,Porto Manufacturing Plant,288274,Norwich Holdings SA,480328,EUR
L055601,Foxglove Construction,Canada,Winnipeg Freight Hub,347969,Greystone Holdings Inc,608990,CAD
L055602,Ashcombe Materials,Ireland,Galway Manufacturing Plant,280957,Ashcombe Materials,284852,EUR
L055603,Juniper Supply Co,Japan,Nagoya Warehouse,2263595,Juniper Supply Co,1927035,JPY
L055604,Pinehurst Logistics,Spain,Seville Assembly Line Facility,1545141,Pinehurst Logistics,1853436,USD
L055605,Quillon Logistics,Italy,Verona Processing Plant,2197757,Quillon Logistics,3621019,EUR
L055606,Halbrook Logistics,Japan,Fukuoka Warehouse,203364,Halbrook (Fukuoka) Ltd,193183,JPY
L055607,Foxglove Timber Ltd,France,Nantes Processing Plant,274356,Foxglove Timber Ltd,189078,EUR
L055608,Larkspur Agritech,Ireland,Waterford Office Campus,2426361,Larkspur Agritech,24207,EUR
L055609,Duskwood Logistics,Belgium,Liege Regional Headquarters,1809340,Duskwood Logistics,2473023,EUR
L055610,Underhill Retail Group,Spain,Bilbao Regional Headquarters,214176,Underhill Retail Group,276911,EUR
L055611,Granwell Works,Belgium,Liege Manufacturing Plant,250166,Granwell Works,167326,EUR
L055612,Cascade Agritech,United Kingdom,Cardiff Manufacturing Plant,314128,Cascade (Cardiff) Ltd,253901,USD
L055613,Windrose Pharma,Spain,Seville Processing Plant,1789833,Windrose Pharma,2954036,EUR
L055614,Yarrow Holdings,Sweden,Gothenburg Cold Storage Depot,311945,Yarrow Holdings,202326,SEK
L055615,Cascade Agritech,United Kingdom,Aberdeen Assembly Line Facility,152970,Cascade Agritech,219940,GBP
L055616,Yarrow Holdings,Sweden,Uppsala Freight Hub,284492,Yarrow Holdings,323857,SEK
L055617,Redshaw Materials,Belgium,Ghent Storage Facility,158136,Brightwell Holdings Inc,247696,EUR
L055618,Heathcote Logistics,Finland,Turku Cold Storage Depot,2241575,Heathcote Logistics,3866430,EUR
L055619,Pinehurst Retail Group,Japan,Osaka Cold Storage Depot,1108780,Pinehurst Retail Group,1637704,JPY
L055620,Caldermill Retail Group,Netherlands,Tilburg Cold Storage Depot,184940,Caldermill (Tilburg) Ltd,247963,EUR
L055621,Oakhaven Materials,Switzerland,Lucerne Regional Headquarters,1144962,Oakhaven Materials,2047880,USD
L055622,Rathmore Agritech,United States,Tacoma Manufacturing Plant,165023,Rathmore Agritech,177646,USD
L055623,Larkspur Agritech,Ireland,Galway Cold Storage Depot,616745,Larkspur Agritech,782005,EUR
L055624,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Warehouse,1748500,Amberfield Holdings,2281091,EUR
L055625,Bellweather Pharma,Portugal,Braga Regional Headquarters,156515,Norwich Holdings SA,137303,EUR
L055626,Quillon Logistics,Italy,Genoa Storage Facility,150584,Quillon Logistics,94553,SEK
L055627,Bellweather Retail Group,Luxembourg,Differdange Assembly Line Facility,679063,Bellweather Retail Group,497630,EUR
L055628,Vireo Timber Ltd,Italy,Turin Assembly Line Facility,1838257,Vireo Timber Ltd,1895841,EUR
L055629,Norwich Engineering,Portugal,Porto Manufacturing Plant,637706,Norwich Engineering,549748,EUR
L055630,Corvain Construction,Belgium,Liege Warehouse,330017,Corvain Construction,513181,EUR
L055631,Kingswell Manufacturing,Switzerland,Lucerne Warehouse,1768047,Kingswell (Lausanne) Ltd,1405591,CHF
L055632,Oakhaven Construction,Canada,Winnipeg Regional Headquarters,1001156,Oakhaven Construction,4740538,CAD
L055633,Rathmore Agritech,United States,Austin Distribution Centre,615819,Rathmore Agritech,724698,USD
L055634,Ironwood Manufacturing,Sweden,Malmo Storage Facility,625862,Ironwood Manufacturing,275898,SEK
L055635,Aldergate Industries,Austria,Salzburg Processing Plant,732365,Aldergate Industries,800103,EUR
L055636,Bellweather Pharma,Portugal,Coimbra Storage Facility,190459,Norwich Holdings SA,147440,EUR
L055637,Nordholt Pharma,Poland,Krakow Assembly Line Facility,621235,Heathcote Holdings SA,482669,PLN
L055638,Oakhaven Construction,Canada,Calgary Assembly Line Facility,588216,Oakhaven (Vancouver) Ltd,458523,CAD
L055639,Elmsworth Engineering,Ireland,Limerick Assembly Line Facility,1115118,Elmsworth Engineering,1619114,EUR
L055640,Grayling Textiles,Finland,Espoo Distribution Centre,204276,Grayling Textiles,926898,EUR
L055641,Nordholt Textiles,United Kingdom,Aberdeen Distribution Centre,163698,Nordholt Textiles,234506,SEK
L055642,Halbrook Supply Co,United States,Charlotte Assembly Line Facility,321808,Halbrook Supply Co,528300,USD
L055643,Greystone Auto Parts,France,Nantes Assembly Line Facility,637460,Greystone Auto Parts,429700,EUR
L055644,Greystone Auto Parts,France,Nantes Assembly Line Facility,637460,Greystone Auto Parts,1000032,EUR
L055645,Pinehurst Logistics,Spain,Zaragoza Assembly Line Facility,651077,Pinehurst Logistics,2506242,EUR
L055646,Brightwell Industries,Belgium,Liege Assembly Line Facility,726540,Brightwell Industries,794660,EUR
L055647,Westfold Works,Spain,Zaragoza Office Campus,971390,Cascade Holdings GmbH,967061,EUR
L055648,Copperfield Construction,Germany,Stuttgart Regional Headquarters,723912,Copperfield Construction,905363,EUR
L055649,Ivyridge Engineering,Luxembourg,Esch-sur-Alzette Processing Plant,824520,Ivyridge Engineering,987968,EUR
L055650,Brightwell Industries,Belgium,Antwerp Processing Plant,808824,Grayling Holdings Inc,1369823,EUR
L055651,Grayling Foods,Switzerland,Lausanne Assembly Line Facility,228104,Grayling Foods,184107,CHF
L055652,Nordholt Pharma,Poland,Wroclaw Cold Storage Depot,374439,Heathcote Holdings SA,567757,EUR
L055653,Duskwood Auto Parts,France,Nantes Processing Plant,357708,Duskwood Auto Parts,311311,EUR
L055654,Corvain Construction,Belgium,Ghent Regional Headquarters,670961,Corvain Construction,1079594,EUR
L055655,Brightwell Timber Ltd,France,Marseille Regional Headquarters,2147061,Brightwell Timber Ltd,2928757,EUR
L055656,Windrose Agritech,Portugal,Coimbra Manufacturing Plant,667590,Windrose Agritech,567727,CHF
L055657,Silverlake Textiles,United Kingdom,Glasgow Freight Hub,2351932,Quillon Holdings GmbH,10830295,GBP
L055658,Yarrow Holdings,Sweden,Gothenburg Cold Storage Depot,311945,Yarrow Holdings,208298,SEK
L055659,Redshaw Retail Group,United Kingdom,Aberdeen Distribution Centre,538261,Redshaw Retail Group,737191,GBP
L055660,Redshaw Materials,Belgium,Liege Regional Headquarters,189516,Brightwell Holdings Inc,183466,EUR
L055661,Ashcombe Materials,Ireland,Galway Manufacturing Plant,280957,Ashcombe (Limerick) Ltd,487373,EUR
L055662,Granwell Works,Belgium,Liege Manufacturing Plant,250166,Granwell Works,425672,EUR
L055663,Marlowe Retail Group,United States,Denver Assembly Line Facility,2172493,Marlowe (Austin) Ltd,1478206,USD
L055664,Fenwick Manufacturing,Spain,Zaragoza Regional Headquarters,466335,Fenwick Manufacturing,488296,EUR
L055665,Vantage Industries,Switzerland,Basel Office Campus,270628,Vantage Industries,3504,CHF
L055666,Heathcote Auto Parts,Switzerland,Lucerne Processing Plant,662805,Caldermill Holdings Group,1181625,CHF
L055667,Yarrow Holdings,Sweden,Uppsala Freight Hub,284492,Yarrow Holdings,323432,SEK
L055668,Caldermill Manufacturing,Finland,Espoo Cold Storage Depot,1233736,Caldermill (Turku) Ltd,1727712,EUR
L055669,Solaris Foods,Netherlands,Rotterdam Office Campus,180552,Solaris (Eindhoven) Ltd,199203,EUR
L055670,Ashcombe Foods,Netherlands,Eindhoven Cold Storage Depot,1049550,Greystone Holdings GmbH,818518,EUR
L055671,Vantage Industries,Switzerland,Lucerne Freight Hub,738347,Vantage Industries,838915,CHF
L055672,Redshaw Materials,Belgium,Ghent Storage Facility,158136,Brightwell Holdings Inc,152520,EUR
L055673,Kestrel Materials,Italy,Verona Storage Facility,432872,Kestrel Materials,687576,EUR
L055674,Yarrow Holdings,Sweden,Malmo Manufacturing Plant,178046,Yarrow Holdings,302436,SEK
L055675,Granwell Textiles,United Kingdom,Glasgow Storage Facility,2007281,Amberfield Holdings SA,1317780,GBP
L055676,Millbrook Construction,France,Lyon Regional Headquarters,1354666,Millbrook Construction,1587409,EUR
L055677,Kestrel Materials,Italy,Bologna Freight Hub,648799,Kestrel Materials,857953,EUR
L055678,Millbrook Construction,France,Marseille Distribution Centre,489161,Millbrook Construction,419700,EUR
L055679,Oakhaven Construction,Canada,Vancouver Assembly Line Facility,1434473,Oakhaven Construction,875280,CAD
L055680,Marlowe Retail Group,United States,Denver Assembly Line Facility,2172493,Marlowe (Austin) Ltd,4344986,USD
L055681,Everholt Supply Co,Finland,Turku Cold Storage Depot,1473853,Everholt Supply Co,1713637,EUR
L055682,Ashcombe Materials,Ireland,Cork Freight Hub,710739,Ashcombe (Limerick) Ltd,3162900,EUR
L055683,Pemberton Pharma,Luxembourg,Differdange Freight Hub,651014,Pemberton Pharma,714025,EUR
